u-ORBN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORBN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORBN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORLN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORLN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORLN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORLN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;1;0
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORSN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORSN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORSN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORSN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-SMTC;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Declaration;0;1
u-SMTT;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Declaration;0;0
u-SRSR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-SRSR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-SRSR;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-SRSR;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-SRSR;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-SSDL;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-SSDL;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-SSDL;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-SSDL;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-SSDL;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-SSDL;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-SSDL;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-STRI;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-STRI;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-STRP;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-STRP;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-STRP;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-STRP;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-STRP;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-STRP;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-STRP;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;1;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;1;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;1
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;1;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VDTR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-VDTR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;1;0
u-VDTR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-VDTR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VDTR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;1
u-VDTR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;1
u-VLSR;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-VLSR;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-VLSR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VLSR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VLSR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VLSR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VLSR;0;0;4;5;4.5;2;2;2.0;0.0;For;0;0
u-VLSR;0;0;4;5;4.5;2;2;2.0;0.0;For;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-VLSR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-VLSR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-VLSR;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-VLSR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VLSR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VTWD;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VTWD;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;1
u-VTWD;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;1
u-VTWD;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VTWD;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VTWD;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VTWD;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VTWD;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VTWD;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-VTWD;0;1;3;3;3.0;4;4;4.0;0.5185185185185185;Assignment;0;0
u-VTWD;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VTWD;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VVDL;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VVDL;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VVDL;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CCDL;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-Ccsr;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-Ccsr;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-Ccsr;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-Ccsr;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-Ccsr;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CRCR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-CRCR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-CRCR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-CRCR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-CRCR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-OCNG;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-OCNG;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-OEAA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;1;0
u-OEAA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-OEAA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-OEAA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-OEAA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-OEBA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;1;0
u-OEBA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-OEBA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-OESA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-OESA;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-Oido;0;0;4;5;4.5;2;2;2.0;0.0;For;0;0
u-Oido;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-OODL;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-OODL;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-OODL;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-OODL;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORAN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORAN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;1;0
u-ORAN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORAN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORAN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORAN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORAN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORAN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORAN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORAN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORBN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORBN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORBN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;1;0
u-ORBN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORBN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORBN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORLN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORLN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORLN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORLN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORRN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;1;0
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-ORRN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORSN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORSN;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-ORSN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-ORSN;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-SMTC;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Declaration;0;0
u-SMTT;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Declaration;0;0
u-SRSR;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-SRSR;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-SRSR;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-SRSR;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-SRSR;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-SSDL;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-SSDL;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-SSDL;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-SSDL;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-SSDL;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-SSDL;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-SSDL;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-STRI;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-STRI;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-STRP;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-STRP;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-STRP;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-STRP;1;0;2;2;2.0;4;5;4.5;1.0;Block;0;0
u-STRP;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-STRP;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-STRP;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;Block;0;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;1;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;1;0
u-VDTR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;1
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;1;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VDTR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-VDTR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VDTR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;1;0
u-VDTR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VLSR;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-VLSR;0;0;0;0;0.0;2;7;5.0;0.2962962962962963;For;0;0
u-VLSR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VLSR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VLSR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VLSR;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VLSR;0;0;4;5;4.5;2;2;2.0;0.0;For;0;0
u-VLSR;0;0;4;5;4.5;2;2;2.0;0.0;For;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VLSR;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-VLSR;0;1;3;3;3.0;4;4;4.0;0.1111111111111111;Assignment;0;0
u-VLSR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VLSR;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VTWD;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VTWD;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VTWD;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VTWD;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VTWD;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-VTWD;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VTWD;1;0;2;2;2.0;4;5;4.5;1.0;If;0;1
u-VTWD;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-VTWD;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VTWD;0;0;2;2;2.0;0;0;0.0;0.2222222222222222;Return;0;0
u-VVDL;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VVDL;0;0;1;1;1.0;1;6;4.0;0.8333333333333334;For;0;0
u-VVDL;1;0;2;2;2.0;4;5;4.5;1.0;If;0;0
u-CCDL;1;0;1;3;2.0;1;3;2.0;0.12380952380952381;While;1;0
u-Ccsr;1;0;1;3;2.0;1;3;2.0;0.12380952380952381;While;0;0
u-Ccsr;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-Ccsr;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-Ccsr;0;1;2;4;3.0;0;0;0.0;1.0;Return;0;0
u-CRCR;1;0;1;3;2.0;1;3;2.0;0.12380952380952381;While;0;0
u-CRCR;1;0;1;3;2.0;1;3;2.0;0.12380952380952381;While;0;0
u-CRCR;1;0;1;3;2.0;1;3;2.0;0.12380952380952381;While;0;0
u-CRCR;1;0;1;3;2.0;1;3;2.0;0.12380952380952381;While;0;0
u-CRCR;1;0;1;3;2.0;1;3;2.0;0.12380952380952381;While;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
u-CRCR;0;1;2;4;3.0;2;2;2.0;0.0;Assignment;0;0
