#;Result;Status;Operator;Program Graph Node;Minimal?;Primitive Arc?;Source Primitive Arc?;Target Primitive Arc?;Equivalent?;Distance Begin;Distance Begin (min);Distance Begin (max);Distance Begin (avg);Distance End;Distance End (min);Distance End (max);Distance End (avg);Source Node;Target Node;Sources Nodes are primitive?;Targets Nodes are primitive?;Complexity;Type Statement
12;Dead;Active;u-Ccsr;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
13;Dead;Active;u-Ccsr;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
14;Equivalent;Active;u-CRCR;2;0;1;1;0;1;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
15;Dead;Active;u-CRCR;2;1;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
16;Equivalent;Active;u-CRCR;2;0;1;1;0;1;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
17;Dead;Active;u-CRCR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
18;Dead;Active;u-CRCR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
19;Dead;Active;u-CRCR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
20;Dead;Active;u-CRCR;2;1;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
21;Dead;Active;u-CRCR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
22;Dead;Active;u-CRCR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
23;Dead;Active;u-CRCR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
24;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
25;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
26;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
27;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
28;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
29;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
30;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
31;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
32;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
33;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
34;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
35;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
36;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
37;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
38;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
39;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
40;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
41;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
42;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
43;Dead;Active;u-CRCR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
44;Dead;Active;u-OCNG;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
45;Dead;Active;u-OCNG;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
46;Dead;Active;u-Oido;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
47;Dead;Active;u-Oido;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
48;Dead;Active;u-OODL;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
49;Equivalent;Active;u-OODL;2;0;1;1;0;1;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
50;Dead;Active;u-OODL;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
51;Dead;Active;u-OODL;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
52;Dead;Active;u-ORAN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
53;Dead;Active;u-ORAN;2;1;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
54;Dead;Active;u-ORAN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
55;Dead;Active;u-ORAN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
56;Dead;Active;u-ORAN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
57;Dead;Active;u-ORAN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
58;Equivalent;Active;u-ORAN;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
59;Dead;Active;u-ORAN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
60;Dead;Active;u-ORAN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
61;Dead;Active;u-ORAN;3;1;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
62;Dead;Active;u-ORBN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
63;Dead;Active;u-ORBN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
64;Dead;Active;u-ORBN;2;1;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
65;Dead;Active;u-ORBN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
66;Dead;Active;u-ORBN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
67;Equivalent;Active;u-ORBN;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
68;Dead;Active;u-ORLN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
69;Dead;Active;u-ORLN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
70;Dead;Active;u-ORLN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
71;Dead;Active;u-ORLN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
72;Dead;Active;u-ORRN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
73;Equivalent;Active;u-ORRN;2;0;1;1;0;1;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
74;Dead;Active;u-ORRN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
75;Dead;Active;u-ORRN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
76;Dead;Active;u-ORRN;2;1;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
77;Dead;Active;u-ORRN;3;1;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
78;Dead;Active;u-ORRN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
79;Dead;Active;u-ORRN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
80;Dead;Active;u-ORRN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
81;Dead;Active;u-ORRN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
82;Dead;Active;u-ORSN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
83;Dead;Active;u-ORSN;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
84;Dead;Active;u-ORSN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
85;Dead;Active;u-ORSN;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
86;Dead;Active;u-SMTC;6;1;1;0;1;0;[2, 5];2;5;3.5;[1];1;1;1.0;[2];[7];[1];[0];10;Declaration
87;Dead;Active;u-SMTT;6;0;1;0;1;0;[2, 5];2;5;3.5;[1];1;1;1.0;[2];[7];[1];[0];10;Declaration
88;Dead;Active;u-SMVB;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Declaration
89;Dead;Active;u-SRSR;4;0;1;0;1;0;[3, 6];3;6;4.5;[1];1;1;1.0;[3];[7];[1];[0];4;Return
90;Dead;Active;u-SRSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Block
91;Dead;Active;u-SRSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Block
92;Dead;Active;u-SRSR;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
93;Dead;Active;u-SRSR;5;1;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
94;Dead;Active;u-SRSR;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
95;Dead;Active;u-SRSR;5;1;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
96;Dead;Active;u-SRSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Block
97;Dead;Active;u-SRSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Block
98;Dead;Active;u-SRSR;1;0;0;0;0;0;[0];0;0;0.0;[4, 7, 6, 3];3;7;5.0;[];[2];[];[1];11;Block
99;Dead;Active;u-SRSR;1;0;0;0;0;0;[0];0;0;0.0;[4, 7, 6, 3];3;7;5.0;[];[2];[];[1];11;Block
100;Dead;Active;u-SRSR;6;0;1;0;1;0;[2, 5];2;5;3.5;[1];1;1;1.0;[2];[7];[1];[0];10;Return
101;Dead;Active;u-SRSR;1;0;0;0;0;0;[0];0;0;0.0;[4, 7, 6, 3];3;7;5.0;[];[2];[];[1];11;Block
102;Dead;Active;u-SRSR;1;0;0;0;0;0;[0];0;0;0.0;[4, 7, 6, 3];3;7;5.0;[];[2];[];[1];11;Block
103;Dead;Active;u-SSDL;4;0;1;0;1;0;[3, 6];3;6;4.5;[1];1;1;1.0;[3];[7];[1];[0];4;Return
104;Dead;Active;u-SSDL;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Block
105;Dead;Active;u-SSDL;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
106;Dead;Active;u-SSDL;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
107;Dead;Active;u-SSDL;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Block
108;Dead;Active;u-SSDL;1;0;0;0;0;0;[0];0;0;0.0;[4, 7, 6, 3];3;7;5.0;[];[2];[];[1];11;Block
109;Dead;Active;u-SSDL;6;1;1;0;1;0;[2, 5];2;5;3.5;[1];1;1;1.0;[2];[7];[1];[0];10;Return
110;Dead;Active;u-SSDL;1;0;0;0;0;0;[0];0;0;0.0;[4, 7, 6, 3];3;7;5.0;[];[2];[];[1];11;Block
111;Dead;Active;u-STRI;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Declaration
112;Dead;Active;u-STRI;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Declaration
113;Dead;Active;u-STRP;4;0;1;0;1;0;[3, 6];3;6;4.5;[1];1;1;1.0;[3];[7];[1];[0];4;Return
114;Dead;Active;u-STRP;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Block
115;Dead;Active;u-STRP;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
116;Dead;Active;u-STRP;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
117;Dead;Active;u-STRP;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;Block
118;Dead;Active;u-STRP;1;0;0;0;0;0;[0];0;0;0.0;[4, 7, 6, 3];3;7;5.0;[];[2];[];[1];11;Block
119;Dead;Active;u-STRP;6;0;1;0;1;0;[2, 5];2;5;3.5;[1];1;1;1.0;[2];[7];[1];[0];10;Return
120;Dead;Active;u-STRP;1;0;0;0;0;0;[0];0;0;0.0;[4, 7, 6, 3];3;7;5.0;[];[2];[];[1];11;Block
121;Equivalent;Active;u-SWDD;6;0;1;0;1;1;[2, 5];2;5;3.5;[1];1;1;1.0;[2];[7];[1];[0];10;Declaration
122;Dead;Active;u-VDTR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
123;Equivalent;Active;u-VDTR;2;0;1;1;0;1;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
124;Dead;Active;u-VDTR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
125;Dead;Active;u-VDTR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
126;Equivalent;Active;u-VDTR;2;0;1;1;0;1;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
127;Dead;Active;u-VDTR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
128;Dead;Active;u-VDTR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
129;Equivalent;Active;u-VDTR;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
130;Dead;Active;u-VDTR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
131;Dead;Active;u-VDTR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
132;Equivalent;Active;u-VDTR;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
133;Equivalent;Active;u-VDTR;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
134;Dead;Active;u-VDTR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
135;Equivalent;Active;u-VDTR;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
136;Equivalent;Active;u-VDTR;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
137;Dead;Active;u-VDTR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
138;Equivalent;Active;u-VDTR;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
139;Equivalent;Active;u-VDTR;3;0;1;1;0;1;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
140;Dead;Active;u-VLSR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
141;Dead;Active;u-VLSR;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
142;Dead;Active;u-VLSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
143;Dead;Active;u-VLSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
144;Dead;Active;u-VLSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
145;Dead;Active;u-VLSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
146;Dead;Active;u-VLSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
147;Dead;Active;u-VLSR;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
148;Dead;Active;u-VLSR;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
149;Dead;Active;u-VLSR;5;0;1;0;1;0;[3, 6];3;6;4.5;[4, 3];3;4;3.5;[3];[2];[1];[1];14;Assignment
150;Equivalent;Active;u-VTWD;2;0;1;1;0;1;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
151;Dead;Active;u-VTWD;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
152;Dead;Active;u-VTWD;2;0;1;1;0;0;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
153;Equivalent;Active;u-VTWD;2;0;1;1;0;1;[1, 4];1;4;2.5;[3, 6, 5, 2];2;6;4.0;[1, 5];[3, 6];[0, 1];[1, 1];49;While
154;Dead;Active;u-VTWD;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
155;Dead;Active;u-VTWD;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
156;Dead;Active;u-VTWD;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
157;Dead;Active;u-VTWD;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
158;Dead;Active;u-VTWD;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
159;Dead;Active;u-VTWD;3;0;1;1;0;0;[2, 5];2;5;3.5;[2, 5, 4];2;5;3.6666666666666665;[2];[4, 5];[1];[1, 1];90;If
